,CURRENT_mp,CURRENT_ew,CURRENT_mp_cum,NO_FILTER_mp,NO_FILTER_ew,NO_FILTER_mp_cum,PARTIAL_mp,PARTIAL_ew,PARTIAL_mp_cum
2020-12-31,0.04817005403342955,0.02565839804666861,1.0481700540334296,0.05947479860445231,0.054604469834050075,1.0594747986044524,0.03676530912999525,0.04790584026221583,1.0367653091299953
2021-01-31,0.03228416887909129,0.035133881997764696,1.082009353071851,0.024762020872435325,0.030709105917128467,1.085709535681315,0.017948869672779942,0.030291532378079872,1.055374074544829
2021-02-28,-0.04632659475889836,-0.02505411785659842,1.0318835442467538,-0.026802514868691767,-0.0301814304932489,1.056609789708136,-0.04161581943397455,-0.039286779236223944,1.0114538176232735
2021-03-31,-0.02851540831866683,-0.025728293321352506,1.0024589636452446,-0.025156107019417926,-0.018336491439825235,1.0300296007604735,-0.028325380068356155,-0.02609500636610471,0.9828040038175044
2021-04-30,0.046605807305408135,0.04377236812470774,1.049179372936474,0.04346146869011031,0.03909352364214265,1.0747962000038116,0.04726240745924644,0.04439984036907974,1.029253687098506
2021-05-31,0.0017633114379320644,0.00040779516739103606,1.0510294029252152,0.01400226995620511,0.006544436068147813,1.0898457865441682,-0.0010111329828491273,-0.0010196163997106683,1.0282129747477617
2021-06-30,0.02256044315920159,0.026230772149796865,1.0747410920285592,0.01923726073581194,0.019243614925322464,1.1108114341017445,0.021515672943565555,0.02270152867031306,1.050335668828765
2021-07-31,0.0033835428601301934,0.004464349480427391,1.0783775245769809,0.00643530195719446,0.006441638317758123,1.1179598410976936,0.006056527106644566,0.005413769997467909,1.056697055278102
2021-08-31,-0.02173408157428572,-0.011398412577354602,1.0549399794899486,0.005020307817204868,-0.01154174968283991,1.1235723436272775,-0.02211481019234448,-0.011494691121042486,1.0333284004698176
2021-09-30,-0.038869924366025946,-0.034747208168634316,1.0139345422764772,-0.038572236470942343,-0.03609342557538091,1.0802336454966752,-0.05834007415426436,-0.05410214797677972,0.973043944960701
2021-10-31,0.013399749413063834,0.015409196255616871,1.0275210110642314,0.006830435624142829,0.01182110447559277,1.0876121118712734,0.01109627979632408,0.010600807119515342,0.9838411128281039
2021-11-30,-0.002284719581295157,-0.004246699592522569,1.0251734136900608,-0.014196776296144005,-0.00514643309087749,1.0721715260220601,-0.005257846318904482,-0.0061131223844875585,0.9786682274546338
2021-12-31,-0.06627765030616217,-0.06073460542626816,0.9572273286743364,-0.04266513543769748,-0.05289085009197031,1.0264271826518863,-0.04997094940629888,-0.06460166427026948,0.9297632469749461
2022-01-31,-0.02031266395484366,-0.02163889406239066,0.9377834916185819,-0.032867727674440815,-0.03776104500915845,0.9926908535348405,-0.03063602023981673,-0.04506339625371383,0.9012790013223839
2022-02-28,0.034196744442038546,0.024630922436256163,0.9698526340234251,0.020280187694355786,0.018256610260672483,1.0128228103669972,0.010744750449452617,0.023596638597666992,0.9109630192769248
2022-03-31,0.001490835713229562,0.01855354539832519,0.9712985249667969,-0.021821429403871304,-0.017497965451628784,0.9907215689119432,-0.003402471406267489,-0.005955055746880696,0.907863493651668
2022-04-30,0.01835515273561277,0.00430040133186776,0.9891268577444379,-0.013884564192714062,-0.012818258538031424,0.9769658316912788,0.01580357411651326,0.005424871266475449,0.9222109816612687
2022-05-31,-0.00028403765593997443,-0.0006365740519177319,0.9888459084703368,0.01397466505897747,0.0034669954554904688,0.9906186019632297,-0.007206427337266215,-0.00923903038933913,0.9155651352322979
2022-06-30,0.005150082850218806,0.0027914547129549746,0.993938546825059,0.03173934738019437,0.017357685336048125,1.022060189892223,-0.004450070384172645,-0.0026478494360591054,0.9114908059392196
2022-07-31,-0.002232631028125545,0.0033089584272524117,0.9917194487853673,0.009038282854298382,0.002861758388364052,1.0312978589825867,-0.0019089250549207955,-0.001806048470126797,0.9097508383024323
2022-08-31,-0.018370782740583916,-0.01660776611718818,0.9735007862521198,-0.0024813519918675192,-0.0003853167379710289,1.0287388459859916,-0.015990964200660193,-0.011770121403820326,0.8952030452156176
2022-09-30,-0.0017324510232839467,0.002777359091800602,0.9718142438188097,-0.005185844886215117,-0.0030971324184183475,1.0234039659022844,-0.00468496594091324,-0.000634946796119646,0.8910090494385805
2022-10-31,-0.02291539467836731,-0.02409936460355924,0.9495447368676425,-0.0025774676909220817,0.0006937193124095247,1.0207661752454098,-0.01049587879386501,-0.017269664727771115,0.8816571264514362
2022-11-30,-0.007152342833884833,0.000820889725574562,0.9427532673734541,-0.007606021985110402,-0.012159091537787355,1.0130022052748362,-0.001679517735539396,-0.004666050135243133,0.8801763676708964
2022-12-31,0.016749452596407092,0.007865472107005243,0.9585438685354337,0.0008855219759593592,-0.0019430117271986179,1.0138992409893024,0.01262983226246224,0.009436721548421597,0.891292847555963
2023-01-31,0.007997431282505033,0.007869058904379401,0.9662097572553124,0.0026794990695729794,0.0029099934638626996,1.016615983062174,0.010037147647143323,0.008044835200171404,0.900238885463725
2023-02-28,-0.018981321490611658,-0.020148609129721985,0.9478698192254835,-0.01177160849541676,-0.016539174047798668,1.0046487777193827,-0.021758161601198738,-0.014996354150054363,0.8806513423141222
2023-03-31,-0.007675107769138978,-0.02442069321541509,0.9405948162118137,-0.021344125062073626,-0.025687024485179035,0.9832054285642807,-0.013747824094237577,-0.01749660291437295,0.8685443025716335
2023-04-30,0.003187884935536724,-0.009282737099685686,0.9435933242568593,-0.018890535863305094,-0.022324999740120616,0.9646321511549909,-0.001377891764879439,-0.007705025526628094,0.867347542529687
2023-05-31,0.011490783801369316,0.009913087844381191,0.9544359511423103,-0.0005042747144032417,0.002058810463988935,0.964145711552463,0.003924651171528794,0.005496987532653833,0.8707515790785988
2023-06-30,-0.002185345934916277,0.004171443976007187,0.9523501784163435,0.003349185849920295,0.00670320546400986,0.9673748147268559,-0.002653229035627621,0.005693278971699431,0.8684412757061689
2023-07-31,0.0006943141323700219,0.010423643115743123,0.9530114086041831,-0.002782431510054422,-0.006666680613088663,0.9646831605603269,0.0014340254128614005,0.005723640855842527,0.8696866425651093
2023-08-31,-0.006690472838797067,-0.004649430784686352,0.946635311659853,0.008133837979316515,0.0058049885621630215,0.9725297370896996,-0.0015269883937930736,0.0016300915101979396,0.8683586411556755
2023-09-30,-0.005944947662160093,-0.003673051466237469,0.9410076142768825,-0.0014407653897016005,-0.003127501772715963,0.9711285499040452,-0.01237909706105452,-0.005868753632702811,0.8576091452530039
2023-10-31,-0.014440413302293469,-0.016498294758681222,0.9274190754061191,-0.011145752019520063,-0.012046379012915854,0.9603045919077385,-0.013478041231635771,-0.01589094635083757,0.846050253832656
2023-11-30,0.001576941382848757,0.0017903804382493446,0.9288815609253704,0.0025586960462223086,0.0023578770834176677,0.9627617194702219,-0.0029025825256556704,0.000974869327645414,0.8435945231500548
2023-12-31,-0.006581227159849068,-0.003968688710419866,0.9227683803683253,-0.0023637462494152527,0.0033871037272801305,0.9604859950667436,-0.007412471239380048,-0.002765728300418737,0.8373414030095064
2024-01-31,0.04264152608760291,0.022507570841927393,0.9621166323326164,0.003921323499665821,0.007125769342146805,0.9642523713702987,0.033442033477885914,0.02117836421691535,0.8653438022413704
2024-02-29,-0.005608157683659483,0.008880491471592662,0.9567209305484236,0.015550134313640655,0.022434709597011025,0.9792466252573533,-0.007986623917349254,0.010785034652238578,0.8584326267336595
2024-03-31,0.011407186295341215,0.006363828199525946,0.9676344244358417,0.01428643757778812,0.013193790000961023,0.9932365710423521,0.007174519266611891,0.009562627635679862,0.8645914681532484
2024-04-30,0.022710493178536382,0.016907792014241276,0.989609879431309,0.00874593252314865,0.012638924711078543,1.001923351072212,0.01945835705529359,0.01619988274295575,0.8814149976475347
2024-05-31,-0.0058541056079057015,-0.00890042666339245,0.9838165986864913,-0.0027232634980504755,-0.004231931532944864,0.9991948497823927,-0.01494706317462269,-0.01424380684129479,0.8682404319946371
2024-06-30,0.01798483104739516,0.016616422651783494,1.0015103739954907,0.0470185580250182,0.03597233785421131,1.0461755508051855,0.012325529318687887,0.017207631208447302,0.8789419548948573
2024-07-31,-0.0028889980087673053,-0.010976502518243562,0.9986170125192579,-0.024034116914759342,-0.021586826970973503,1.0210316453037709,-0.015505060048264404,-0.01651841043085048,0.8653139071052737
2024-08-31,-0.0016018916188169727,0.0023762945697424244,0.9970173362964954,0.01542257410822862,0.012346103829330546,1.0367785815203148,0.0007166656095576541,0.001712165530511083,0.865934047823968
2024-09-30,-0.01059710038021681,-0.02290340241051566,0.986451843502945,-0.05463869242587423,-0.039710584520689284,0.9801303554908921,-0.018841354451614025,-0.010218679473149087,0.8496186774971957
2024-10-31,0.010723423300736466,-0.002884001329839415,0.9970299841866189,0.0039111876926477655,0.001051611487247761,0.9839638292744787,-0.0007297604018139274,0.0022380345424629438,0.8489986594297166
2024-11-30,-0.0276180032065133,-0.03212263432069355,0.969494006886363,-0.03139775414210386,-0.02707256412084499,0.9530695748781955,-0.02432835959536732,-0.023964660124790312,0.8283439147471258
2024-12-31,0.003242407551339527,0.00040266996625101196,0.9726375015752697,0.013567005461866143,0.017748043412957437,0.9659998750061065,0.009408639802731055,0.0018918134512736356,0.8361375042737657
2025-01-31,0.0032652233738358254,0.005521473130076674,0.9758133802796825,0.010458544847622068,0.012508956676112903,0.9761028280216552,0.004493643717475565,0.006883889397387685,0.8398948083167912
2025-02-28,-0.004517001488379664,-0.004247738699461942,0.9714056297885784,-0.002544654299615994,-0.00587174533534864,0.9736189837634625,-0.016733220873044092,-0.013105583242394579,0.8258406629791033
2025-03-31,0.026959741928863787,0.01390166045948575,0.9975944748759239,0.010043753079663993,0.014093906934830182,0.9833977724300561,0.017321112986849095,0.015260110041751176,0.8401451424116988
2025-04-30,0.005674428935638907,0.010376690377159815,1.0032552538301933,0.0037555263130274416,0.00249353068905487,0.9870909486405897,0.009926690659738065,0.010203931231453257,0.8484850033497014
2025-05-31,0.0028694218447165064,-0.0008391842484100714,1.0061340163713604,-0.004779140553328841,-0.004298941467673707,0.9823735022581176,0.0020847645563849874,-0.0024541630029712045,0.8502538948113092
2025-06-30,0.008318449614815772,0.0034210993984556204,1.014503491492298,0.008847892635916076,0.008913507232063475,0.9910654375344663,0.005794505809902121,0.012347871805847621,0.8551806959446852
2025-07-31,-0.013023187601536697,-0.017012003304963927,1.0012914222001799,-0.0014331630837524116,-0.003682662056557222,0.989645079135809,0.008625781909141143,-0.003294273063190793,0.8625572981208115
2025-08-31,0.0021154400658720102,-0.0011845708263539916,1.0034095941923162,0.0011737440410612638,-0.004217451477260022,0.9908066691502103,0.004308040177665364,0.023739821097452877,0.8662732296166544
2025-09-30,-0.012193923032263836,-0.010416947753937724,0.9911740948309,0.018531292654321085,0.018405071391484656,1.009167597500086,-0.0033300193484264735,-0.0035922611605361046,0.8633885230010071
2025-10-31,0.015505329738548847,0.0006626656937146012,1.0065425759995608,0.0100863241109555,0.005697399590586215,1.0193463889707461,0.015108944077466177,-0.0008331101194922232,0.8764334119121554
2025-11-30,0.013711167683085005,0.006194198283967717,1.020343450039255,-0.01046666434664782,-0.013017577597848204,1.008677232464422,0.020419705367646,0.010081136582421926,0.8943299239577623
2025-12-31,0.0013812746315758537,0.01317009428655287,1.0217528245622887,0.011554614271340708,0.01696354083659789,1.0203321088098318,0.00653669492251591,0.013483046944518108,0.900175885830751
2026-01-31,-0.014576073292961228,-0.004388850528060057,1.0068596805041787,-0.008402863073210488,-0.005241299675209393,1.0117583978103026,-0.005796812922271376,-0.0038653166584387503,0.8949577346234502
2026-02-28,-0.0030064516676417395,-0.00485921435862688,1.0038326055386457,0.00739831857751815,-0.0015070681376139995,1.0192437087607826,0.005547259069728526,-0.003476678482168207,0.8999222970338638
2026-03-31,0.0035967713469422006,-0.001109221144898215,1.0074431618913735,-0.014028766458344857,-0.012725327138501509,1.0049449768064405,0.0056412349594978095,0.003139045614508921,0.9049989701567229
