style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Capital Efficiency,Earnings Quality,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,MP
177,2025-11-30,300442 CH Equity,CNE100001Z58,31960901W,,,,-0.014084507042253521,0.006211180124223602,,,,,0.00012122485630688962
178,2025-11-30,300450 CH Equity,CNE100001ZF9,31970601W,0.011904761904761904,,,0.013888888888888888,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.00331916447569646
179,2025-11-30,300454 CH Equity,CNE1000033T1,32723301W,,0.012048192771084338,,0.013888888888888888,,0.006172839506172839,,,,0.00398150014824105
180,2025-11-30,300474 CH Equity,CNE100002664,32145701W,-0.012048192771084338,-0.012345679012345678,,-0.014084507042253521,0.006211180124223602,-0.012345679012345678,,,,-0.0029581268088589687
181,2025-11-30,300476 CH Equity,CNE1000020V4,31985801W,0.011904761904761904,0.012048192771084338,,,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.004409157788182931
182,2025-11-30,300487 CH Equity,CNE100002136,32002301W,,,,,0.006211180124223602,0.006172839506172839,,,,0.0016604050476887596
183,2025-11-30,300496 CH Equity,CNE1000021D0,32096101W,,,,,0.006211180124223602,0.006172839506172839,,,,0.0016604050476887596
184,2025-11-30,300498 CH Equity,CNE100002508,32066801W,,,0.04,,-0.012345679012345678,0.006172839506172839,,,,-0.0008600155413157687
185,2025-11-30,300502 CH Equity,CNE100002615,32133601W,0.011904761904761904,0.012048192771084338,,0.013888888888888888,-0.012345679012345678,0.006172839506172839,,,0.010416666666666666,0.0012629041752020935
186,2025-11-30,300604 CH Equity,CNE100002Q09,32399601W,-0.012048192771084338,-0.012345679012345678,,-0.014084507042253521,-0.012345679012345678,-0.012345679012345678,,,,-0.007476026018274982
187,2025-11-30,300628 CH Equity,CNE100002PC5,32373301W,,,,0.013888888888888888,-0.012345679012345678,-0.012345679012345678,,,-0.010752688172043012,-0.0019611687969948656
188,2025-11-30,300661 CH Equity,CNE100002NT4,32470501W,,,,,,0.006172839506172839,,,,0.0001482156428842261
189,2025-11-30,300699 CH Equity,CNE1000034T9,32530101W,,-0.012345679012345678,,,0.006211180124223602,-0.012345679012345678,,,-0.010752688172043012,-0.0013373353005633707
190,2025-11-30,300724 CH Equity,CNE100003G91,32790101W,-0.012048192771084338,,,,-0.012345679012345678,0.006172839506172839,,,0.010416666666666666,-0.0030882796622455242
191,2025-11-30,300748 CH Equity,CNE100003G83,32845801W,,0.012048192771084338,,-0.014084507042253521,,-0.012345679012345678,,,,0.0007742430746555514
192,2025-11-30,300750 CH Equity,CNE100003662,32741501W,0.011904761904761904,0.012048192771084338,,0.013888888888888888,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.0057808033846181075
193,2025-11-30,300751 CH Equity,CNE100003FS0,32935601W,,,,-0.014084507042253521,,-0.012345679012345678,,,,-0.0016873958342660963
194,2025-11-30,300759 CH Equity,CNE100003JW4,33165401W,,,,,,,,,,0.0
195,2025-11-30,300760 CH Equity,CNE100003G67,32896601W,-0.012048192771084338,-0.012345679012345678,,,,-0.012345679012345678,,,,-0.0030793516651658583
196,2025-11-30,300763 CH Equity,CNE100003JZ7,33131301W,,0.012048192771084338,,0.013888888888888888,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.005523404315375378
197,2025-11-30,300765 CH Equity,CNE100003K04,33129401W,,0.012048192771084338,,,0.006211180124223602,0.006172839506172839,,,,0.004122043956610407
198,2025-11-30,300779 CH Equity,CNE100003QG2,33234301W,,,,-0.014084507042253521,0.006211180124223602,0.006172839506172839,,,,0.0002694404991911157
199,2025-11-30,300782 CH Equity,CNE100003QK4,33263901W,-0.012048192771084338,-0.012345679012345678,,,0.006211180124223602,-0.012345679012345678,,,-0.010752688172043012,-0.0015978355634114346
200,2025-11-30,300803 CH Equity,CNE000001QQ6,33497501W,,,,,,,-0.03333333333333333,,0.010416666666666666,-0.006892635291120058
201,2025-11-30,300832 CH Equity,CNE100003T39,33837401W,,-0.012345679012345678,,,-0.012345679012345678,-0.012345679012345678,,,,-0.005824561206929275
202,2025-11-30,300866 CH Equity,CNE1000047B9,33949401W,0.011904761904761904,0.012048192771084338,,,-0.012345679012345678,0.006172839506172839,,,,-0.0001384561835628771
203,2025-11-30,300896 CH Equity,CNE100004868,34019201W,-0.012048192771084338,-0.012345679012345678,,,-0.012345679012345678,-0.012345679012345678,,,,-0.006085061469777339
204,2025-11-30,300919 CH Equity,CNE1000049X9,34607201W,,-0.012345679012345678,,-0.014084507042253521,,0.006172839506172839,,,0.010416666666666666,-0.0037354542598329664
205,2025-11-30,301236 CH Equity,CNE1000058S0,18604101W,,,,,-0.012345679012345678,-0.012345679012345678,,,-0.010752688172043012,-0.0033328143934300424
206,2025-11-30,301269 CH Equity,CNE100005GY1,35399801W,,,,,-0.012345679012345678,,,,-0.010752688172043012,-0.0030363831076615903
207,2025-11-30,301358 CH Equity,CNE100005YS6,35566601W,-0.012048192771084338,-0.012345679012345678,,-0.014084507042253521,0.006211180124223602,,,,0.010416666666666666,-0.0026319807607607226
208,2025-11-30,302132 CH Equity,CNE100006T10,29519401W,,,,-0.014084507042253521,-0.012345679012345678,0.006172839506172839,,,-0.010752688172043012,-0.004279132013275008
209,2025-11-30,600000 CH Equity,CNE0000011B7,24382901W,,,,,,,,,,0.0
210,2025-11-30,600004 CH Equity,CNE000001DX0,25900701W,,0.012048192771084338,,0.013888888888888888,,,,,-0.010752688172043012,0.0038026112023067144
211,2025-11-30,600008 CH Equity,CNE000001295,25982901W,0.011904761904761904,0.012048192771084338,0.04,,0.006211180124223602,0.006172839506172839,,-0.038461538461538464,,0.0007088272931275565
212,2025-11-30,600009 CH Equity,CNE000000V89,24363201W,,,,0.013888888888888888,0.006211180124223602,-0.012345679012345678,,,-0.010752688172043012,0.002556730412421148
213,2025-11-30,600010 CH Equity,CNE0000017H1,25133401W,,,,,0.006211180124223602,,,,,0.0015121894048045336
214,2025-11-30,600011 CH Equity,CNE000001998,03074702W,0.011904761904761904,0.012048192771084338,0.04,,0.006211180124223602,0.006172839506172839,,0.09090909090909091,,0.019774235571861323
215,2025-11-30,600015 CH Equity,CNE000001FW7,26001001W,,,,,,,0.03333333333333333,,0.010416666666666666,0.006952064815779646
216,2025-11-30,600016 CH Equity,CNE0000015Y0,24948201W,,,,0.013888888888888888,,,0.03333333333333333,,0.010416666666666666,0.008323710412214823
217,2025-11-30,600019 CH Equity,CNE0000015R4,24947901W,,,,,0.006211180124223602,,,,-0.010752688172043012,0.0014815161017544237
218,2025-11-30,600021 CH Equity,CNE000001G53,26016301W,0.011904761904761904,0.012048192771084338,-0.043478260869565216,-0.014084507042253521,,0.006172839506172839,-0.03333333333333333,-0.038461538461538464,,-0.013285327747526705
219,2025-11-30,600023 CH Equity,CNE100001SP3,31693701W,,,,,0.006211180124223602,,0.03333333333333333,0.09090909090909091,,0.021831853383851088
220,2025-11-30,600026 CH Equity,CNE000001BD6,21175902W,,-0.012345679012345678,,,0.006211180124223602,,,-0.038461538461538464,0.010416666666666666,-0.006648610302552081
221,2025-11-30,600027 CH Equity,CNE000001LJ2,23602502W,-0.012048192771084338,,0.04,0.013888888888888888,-0.012345679012345678,0.006172839506172839,0.03333333333333333,0.09090909090909091,,0.0205707937713179
222,2025-11-30,600028 CH Equity,CNE0000018G1,14075602W,,-0.012345679012345678,0.04,,,,,-0.038461538461538464,-0.010752688172043012,-0.006223709152325032
223,2025-11-30,600029 CH Equity,CNE000001FG0,20580902W,,-0.012345679012345678,,,0.006211180124223602,,,,,-0.0010102307117448087
224,2025-11-30,600030 CH Equity,CNE000001DB6,25712001W,,,,,,,,,,0.0
225,2025-11-30,600031 CH Equity,CNE000001F70,26012701W,0.011904761904761904,,,0.013888888888888888,,0.006172839506172839,,,,0.0017772603085621326
226,2025-11-30,600036 CH Equity,CNE000001B33,25402301W,,,,-0.014084507042253521,,,0.03333333333333333,,,0.005531385504952208
227,2025-11-30,600038 CH Equity,CNE0000015V6,25999401W,,,,0.013888888888888888,-0.012345679012345678,-0.012345679012345678,,,,-0.0019304954939447557
228,2025-11-30,600039 CH Equity,CNE000001DQ4,27075201W,,,,,-0.012345679012345678,,,,,-0.0030057098046114804
229,2025-11-30,600050 CH Equity,CNE000001CS2,25736201W,,,0.04,,,,,,-0.010752688172043012,0.0019668053173613757
230,2025-11-30,600060 CH Equity,CNE000000PF3,24379501W,,,0.04,,,,,,,0.0019974786204114857
231,2025-11-30,600061 CH Equity,CNE000000Q11,27244501W,,,,0.013888888888888888,,,,,,0.0013716455964351768
232,2025-11-30,600066 CH Equity,CNE000000PY4,26027901W,0.011904761904761904,0.012048192771084338,,,-0.012345679012345678,0.006172839506172839,,,,-0.0001384561835628771
233,2025-11-30,600079 CH Equity,CNE000000QW6,27194101W,,,,,,,,,,0.0
234,2025-11-30,600085 CH Equity,CNE000000R69,25130201W,,,,,-0.012345679012345678,-0.012345679012345678,,,,-0.0033021410903799325
235,2025-11-30,600089 CH Equity,CNE000000RB8,27104701W,0.011904761904761904,0.012048192771084338,,-0.014084507042253521,,0.006172839506172839,,,0.010416666666666666,0.0015060038348807532
236,2025-11-30,600096 CH Equity,CNE000000S01,27087001W,,,,,,0.006172839506172839,,,,0.0001482156428842261
237,2025-11-30,600104 CH Equity,CNE000000TY6,24380401W,0.011904761904761904,0.012048192771084338,0.04,,,,,,,0.004716516598575863
238,2025-11-30,600109 CH Equity,CNE000000SV4,27202001W,,,,,,,-0.03333333333333333,,,-0.006922350053449852
239,2025-11-30,600111 CH Equity,CNE000000T18,27104401W,,0.012048192771084338,,,,0.006172839506172839,,,0.010416666666666666,0.0026395693141356676
240,2025-11-30,600115 CH Equity,CNE000000TR0,06433602W,-0.012048192771084338,-0.012345679012345678,,0.013888888888888888,,,,,,-0.0014112747829622292
241,2025-11-30,600118 CH Equity,CNE000000SM3,27193701W,,,,,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.0016901198100185537
242,2025-11-30,600126 CH Equity,CNE000000V97,25132201W,-0.012048192771084338,-0.012345679012345678,,,0.006211180124223602,,,,-0.010752688172043012,-0.0013014042776429823
243,2025-11-30,600132 CH Equity,CNE000000TL3,27104101W,,,,0.013888888888888888,0.006211180124223602,,,,-0.010752688172043012,0.0028531616981896006
244,2025-11-30,600141 CH Equity,CNE000000ZC9,27209501W,,,,,,0.006172839506172839,,,,0.0001482156428842261
245,2025-11-30,600143 CH Equity,CNE000001JP3,27068101W,,,,,,-0.012345679012345678,,,,-0.0002964312857684522
246,2025-11-30,600150 CH Equity,CNE000000W05,27122801W,,,,,,0.006172839506172839,,,,0.0001482156428842261
247,2025-11-30,600153 CH Equity,CNE000000WL7,26023401W,-0.012048192771084338,-0.012345679012345678,,,-0.012345679012345678,,,,-0.010752688172043012,-0.005819303487058996
248,2025-11-30,600157 CH Equity,CNE000000WD4,27201501W,-0.012048192771084338,-0.012345679012345678,0.04,0.013888888888888888,0.006211180124223602,,-0.03333333333333333,-0.038461538461538464,,-0.010492051164333127
249,2025-11-30,600160 CH Equity,CNE000000WQ6,27118001W,,,,,,0.006172839506172839,,,,0.0001482156428842261
250,2025-11-30,600161 CH Equity,CNE000000WF9,25983201W,-0.012048192771084338,-0.012345679012345678,,,-0.012345679012345678,,,,,-0.005788630184008887
251,2025-11-30,600170 CH Equity,CNE000000WR4,25135201W,,,,,-0.012345679012345678,,,,,-0.0030057098046114804
252,2025-11-30,600176 CH Equity,CNE000000YM1,25990501W,,0.012048192771084338,,,,,,,,0.0024616389089216475
253,2025-11-30,600183 CH Equity,CNE000000XL5,25699301W,0.011904761904761904,0.012048192771084338,,,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.004409157788182931
254,2025-11-30,600188 CH Equity,CNE000000WV6,10889302W,,,,,-0.012345679012345678,,,-0.038461538461538464,,-0.008673804157748547
255,2025-11-30,600196 CH Equity,CNE000000X38,26012201W,0.011904761904761904,0.012048192771084338,,,,,,,,0.0027190379781643773
256,2025-11-30,600219 CH Equity,CNE000001139,26013801W,,,,,-0.012345679012345678,-0.012345679012345678,,,-0.010752688172043012,-0.0033328143934300424
257,2025-11-30,600221 CH Equity,CNE0000011C5,22065502W,,,,0.013888888888888888,,,,,,0.0013716455964351768
258,2025-11-30,600233 CH Equity,CNE0000012J8,27215901W,0.011904761904761904,0.012048192771084338,,,,0.006172839506172839,,,,0.0028672536210486033
259,2025-11-30,600256 CH Equity,CNE0000012G4,25133801W,,,,,,-0.012345679012345678,,,,-0.0002964312857684522
260,2025-11-30,600276 CH Equity,CNE0000014W7,27108501W,0.011904761904761904,0.012048192771084338,,,-0.012345679012345678,0.006172839506172839,,,,-0.0001384561835628771
261,2025-11-30,600282 CH Equity,CNE0000014Q9,26008401W,,,,,0.006211180124223602,,,,,0.0015121894048045336
262,2025-11-30,600298 CH Equity,CNE0000014G0,27220501W,0.011904761904761904,,,,,0.006172839506172839,,,0.010416666666666666,0.0004353294744567497
263,2025-11-30,600309 CH Equity,CNE0000016J9,26026701W,-0.012048192771084338,,,,0.006211180124223602,-0.012345679012345678,,,,0.0009552578561880176
264,2025-11-30,600329 CH Equity,CNE000001808,24772902W,,,,,,0.006172839506172839,,,,0.0001482156428842261
265,2025-11-30,600332 CH Equity,CNE000001733,22497602W,,,,,0.006211180124223602,,,,,0.0015121894048045336
266,2025-11-30,600346 CH Equity,CNE0000018V0,27231201W,,-0.012345679012345678,,,,,,,,-0.0025224201165493423
267,2025-11-30,600348 CH Equity,CNE000001FP1,26016901W,,-0.012345679012345678,0.04,,,0.006172839506172839,,-0.038461538461538464,,-0.006044820206390696
268,2025-11-30,600352 CH Equity,CNE000001FJ4,26027601W,,,,,-0.012345679012345678,,,,-0.010752688172043012,-0.0030363831076615903
269,2025-11-30,600362 CH Equity,CNE0000019P0,20302402W,0.011904761904761904,0.012048192771084338,,,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.004409157788182931
270,2025-11-30,600369 CH Equity,CNE0000016P6,27217701W,,,,0.013888888888888888,,,,,,0.0013716455964351768
271,2025-11-30,600372 CH Equity,CNE0000018C0,27223101W,-0.012048192771084338,,,-0.014084507042253521,0.006211180124223602,,,,-0.010752688172043012,-0.000169948709591284
272,2025-11-30,600380 CH Equity,CNE000001816,25136501W,0.011904761904761904,,,,0.006211180124223602,,,,,0.0017695884740472631
273,2025-11-30,600390 CH Equity,CNE0000016N1,27221901W,,,,,,,,,,0.0
274,2025-11-30,600392 CH Equity,CNE000001DZ5,27073301W,,,,,,-0.012345679012345678,,,,-0.0002964312857684522
275,2025-11-30,600398 CH Equity,CNE0000016H3,25988901W,,,,,,,0.03333333333333333,,,0.006922350053449852
276,2025-11-30,600406 CH Equity,CNE000001G38,27051001W,,,,0.013888888888888888,0.006211180124223602,-0.012345679012345678,,,-0.010752688172043012,0.002556730412421148
277,2025-11-30,600415 CH Equity,CNE000001BC8,27071401W,0.011904761904761904,0.012048192771084338,-0.043478260869565216,,,,,,,0.0005478655646736318
278,2025-11-30,600418 CH Equity,CNE0000018M9,26003201W,0.011904761904761904,-0.012345679012345678,-0.043478260869565216,,,,-0.03333333333333333,,,-0.01135854351424721
279,2025-11-30,600426 CH Equity,CNE000001BM7,27073701W,-0.012048192771084338,,,,,,,,,-0.0002605002628480638
280,2025-11-30,600436 CH Equity,CNE000001F21,27072001W,-0.012048192771084338,,,,-0.012345679012345678,-0.012345679012345678,,,,-0.0035626413532279964
281,2025-11-30,600438 CH Equity,CNE000001GS3,27037701W,-0.012048192771084338,-0.012345679012345678,,-0.014084507042253521,0.006211180124223602,-0.012345679012345678,,,,-0.0029581268088589687
282,2025-11-30,600460 CH Equity,CNE000001DN1,27069001W,,,,,,,,,,0.0
283,2025-11-30,600482 CH Equity,CNE000001KB1,27075401W,,,,0.013888888888888888,,-0.012345679012345678,,,-0.010752688172043012,0.0010445410076166148
284,2025-11-30,600486 CH Equity,CNE000001B66,27072201W,,-0.012345679012345678,,,0.006211180124223602,0.006172839506172839,,,,-0.0008620150688605826
285,2025-11-30,600487 CH Equity,CNE000001FQ9,26003401W,0.011904761904761904,,,,-0.012345679012345678,,,,,-0.0027483107353687506
286,2025-11-30,600489 CH Equity,CNE000001FM8,27069701W,0.011904761904761904,0.012048192771084338,,,,0.006172839506172839,,,0.010416666666666666,0.0028969683833783974
287,2025-11-30,600497 CH Equity,CNE000001HC5,27036201W,,,,,0.006211180124223602,,,,,0.0015121894048045336
288,2025-11-30,600498 CH Equity,CNE0000018P2,25131601W,0.011904761904761904,,,0.013888888888888888,,,,,,0.0016290446656779065
289,2025-11-30,600518 CH Equity,CNE0000017M1,27230101W,,,,,0.006211180124223602,,,,,0.0015121894048045336
290,2025-11-30,600519 CH Equity,CNE0000018R8,25132101W,,,-0.043478260869565216,0.013888888888888888,,-0.012345679012345678,,,,-0.0010959581028240207
291,2025-11-30,600521 CH Equity,CNE000001DL5,27042301W,,,,,-0.012345679012345678,0.006172839506172839,,,,-0.0028574941617272543
292,2025-11-30,600522 CH Equity,CNE000001CW4,27076201W,0.011904761904761904,,,,,,,,,0.00025739906924272967
293,2025-11-30,600535 CH Equity,CNE000001C81,26021901W,,,,,,,,,,0.0
294,2025-11-30,600536 CH Equity,CNE000001BB0,25996501W,,,,,0.006211180124223602,-0.012345679012345678,,,-0.010752688172043012,0.0011850848159859716
295,2025-11-30,600547 CH Equity,CNE000001FR7,27034601W,0.011904761904761904,0.012048192771084338,,,0.006211180124223602,0.006172839506172839,,,,0.004379443025853137
296,2025-11-30,600549 CH Equity,CNE000001D15,27072601W,,,,,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.0016901198100185537
297,2025-11-30,600563 CH Equity,CNE000001D72,25712701W,,,,,-0.012345679012345678,-0.012345679012345678,,,-0.010752688172043012,-0.0033328143934300424
298,2025-11-30,600570 CH Equity,CNE000001GD5,27039501W,,,,0.013888888888888888,,,,,-0.010752688172043012,0.0013409722933850668
299,2025-11-30,600580 CH Equity,CNE000001BJ3,27070201W,-0.012048192771084338,,,-0.014084507042253521,0.006211180124223602,-0.012345679012345678,,,,-0.00043570669230962635
300,2025-11-30,600582 CH Equity,CNE000001B90,27074801W,,,,,,,,,-0.010752688172043012,-3.0673303050109864e-05
301,2025-11-30,600583 CH Equity,CNE0000019T2,25403401W,,,0.04,,,0.006172839506172839,,0.09090909090909091,-0.010752688172043012,0.015512334885842305
302,2025-11-30,600584 CH Equity,CNE000001F05,27071501W,-0.012048192771084338,-0.012345679012345678,,,,-0.012345679012345678,,,,-0.0030793516651658583
303,2025-11-30,600585 CH Equity,CNE0000019V8,21683902W,-0.012048192771084338,-0.012345679012345678,,,0.006211180124223602,-0.012345679012345678,,,-0.010752688172043012,-0.0015978355634114346
304,2025-11-30,600588 CH Equity,CNE0000017Y6,25900001W,,,,,0.006211180124223602,,,,,0.0015121894048045336
305,2025-11-30,600598 CH Equity,CNE0000019Z9,25688501W,0.011904761904761904,,,,,0.006172839506172839,,,-0.010752688172043012,0.0003749414090768459
306,2025-11-30,600600 CH Equity,CNE0000009Y3,20924401W,,,,,,,,,-0.010752688172043012,-3.0673303050109864e-05
307,2025-11-30,600637 CH Equity,CNE0000004Z1,24383601W,,,0.04,-0.014084507042253521,,,,-0.038461538461538464,,-0.005061580281223224
308,2025-11-30,600642 CH Equity,CNE0000005Q7,23732801W,,,,,,,0.03333333333333333,0.09090909090909091,,0.020319663979046554
309,2025-11-30,600660 CH Equity,CNE000000230,25900501W,0.011904761904761904,0.012048192771084338,-0.043478260869565216,,,,,,,0.0005478655646736318
310,2025-11-30,600673 CH Equity,CNE000000BL1,24375201W,,,,,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.0016901198100185537
311,2025-11-30,600674 CH Equity,CNE000000BQ0,24386001W,,-0.012345679012345678,-0.043478260869565216,-0.014084507042253521,-0.012345679012345678,-0.012345679012345678,0.03333333333333333,-0.038461538461538464,,-0.008132442468604879
312,2025-11-30,600685 CH Equity,CNE000000BP2,20267702W,,,,0.013888888888888888,,0.006172839506172839,,,,0.0015198612393194028
313,2025-11-30,600690 CH Equity,CNE000000CG9,21337801W,,,,,,,,,-0.010752688172043012,-3.0673303050109864e-05
314,2025-11-30,600699 CH Equity,CNE000000DJ1,24376401W,,,,,,,-0.03333333333333333,,0.010416666666666666,-0.006892635291120058
315,2025-11-30,600703 CH Equity,CNE000000KB3,27254101W,-0.012048192771084338,-0.012345679012345678,,,0.006211180124223602,,,,,-0.0012707309745928724
316,2025-11-30,600704 CH Equity,CNE000000KF4,27248801W,0.011904761904761904,0.012048192771084338,0.04,,,,,,,0.004716516598575863
317,2025-11-30,600711 CH Equity,CNE000000KN8,27248201W,,,,,0.006211180124223602,-0.012345679012345678,,,-0.010752688172043012,0.0011850848159859716
318,2025-11-30,600733 CH Equity,CNE000000LP1,32912201W,-0.012048192771084338,0.012048192771084338,,,,,,,,0.0022011386460735836
319,2025-11-30,600737 CH Equity,CNE000000LH8,25133501W,,,,-0.014084507042253521,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.00029915526152090964
320,2025-11-30,600741 CH Equity,CNE000000M15,26009901W,0.011904761904761904,0.012048192771084338,0.04,,,,,,,0.004716516598575863
321,2025-11-30,600745 CH Equity,CNE000000M72,27235201W,,-0.012345679012345678,,,-0.012345679012345678,,,,,-0.005528129921160823
322,2025-11-30,600754 CH Equity,CNE000000MK0,21172202W,,,0.04,,,,0.03333333333333333,,-0.010752688172043012,0.008889155370811228
323,2025-11-30,600760 CH Equity,CNE000000MH6,27237701W,,,,-0.014084507042253521,0.006211180124223602,0.006172839506172839,,,,0.0002694404991911157
324,2025-11-30,600765 CH Equity,CNE000000N22,27227401W,-0.012048192771084338,-0.012345679012345678,,-0.014084507042253521,0.006211180124223602,-0.012345679012345678,,,-0.010752688172043012,-0.0029888001119090786
325,2025-11-30,600795 CH Equity,CNE000000PC0,25134701W,,,,,0.006211180124223602,0.006172839506172839,-0.03333333333333333,-0.038461538461538464,,-0.010930039358898158
326,2025-11-30,600803 CH Equity,CNE000000DG7,27234001W,-0.012048192771084338,,,0.013888888888888888,0.006211180124223602,-0.012345679012345678,,,,0.0023269034526231945
327,2025-11-30,600809 CH Equity,CNE000000DH5,24384701W,,,-0.043478260869565216,,0.006211180124223602,,,,0.010416666666666666,-0.0006292682463564179
328,2025-11-30,600839 CH Equity,CNE000000GJ4,24385901W,,,,,,,,,,0.0
329,2025-11-30,600845 CH Equity,CNE000000C66,20834501W,-0.012048192771084338,,,-0.014084507042253521,,-0.012345679012345678,,,-0.010752688172043012,-0.0019785694001642697
330,2025-11-30,600862 CH Equity,CNE000000GZ0,27236901W,,,,0.013888888888888888,-0.012345679012345678,,,,,-0.0016340642081763036
331,2025-11-30,600863 CH Equity,CNE000000GN6,24374501W,-0.012048192771084338,,-0.043478260869565216,,-0.012345679012345678,,,,,-0.005437382480950289
332,2025-11-30,600873 CH Equity,CNE000000HP9,21338301W,,,,,0.006211180124223602,,,,-0.010752688172043012,0.0014815161017544237
333,2025-11-30,600875 CH Equity,CNE000000J28,22146802W,,,,,-0.012345679012345678,0.006172839506172839,,,,-0.0028574941617272543
334,2025-11-30,600879 CH Equity,CNE000000J93,26007601W,,,,,0.006211180124223602,,,,,0.0015121894048045336
335,2025-11-30,600885 CH Equity,CNE000000JK6,27245701W,,,,,0.006211180124223602,0.006172839506172839,,,,0.0016604050476887596
336,2025-11-30,600886 CH Equity,CNE000000JM2,27020201W,,,,,,-0.012345679012345678,,-0.038461538461538464,,-0.005964525638905518
337,2025-11-30,600887 CH Equity,CNE000000JP5,26002901W,0.011904761904761904,,0.04,,0.006211180124223602,,,,-0.010752688172043012,0.003736393791408639
338,2025-11-30,600893 CH Equity,CNE000000JW1,27233301W,,-0.012345679012345678,,-0.014084507042253521,-0.012345679012345678,,,,,-0.006919094469658466
339,2025-11-30,600900 CH Equity,CNE000001G87,25954101W,,,-0.043478260869565216,0.013888888888888888,0.006211180124223602,0.006172839506172839,,-0.038461538461538464,,-0.004807216122503875
340,2025-11-30,600901 CH Equity,CNE100002SX5,32661601W,,,,,,,,,,0.0
341,2025-11-30,600905 CH Equity,CNE1000051F2,34768301W,,-0.012345679012345678,,-0.014084507042253521,,,,-0.038461538461538464,,-0.009581479018184052
342,2025-11-30,600909 CH Equity,CNE100002GR2,32297801W,,,,,,,,,,0.0
343,2025-11-30,600919 CH Equity,CNE100002G76,32205501W,,,,0.013888888888888888,,,,,,0.0013716455964351768
344,2025-11-30,600926 CH Equity,CNE100002GQ4,32272701W,,,,0.013888888888888888,,,,,,0.0013716455964351768
