style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Capital Efficiency,Earnings Quality,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,MP
345,2025-11-30,600938 CH Equity,CNE100005980,14254006W,,,-0.043478260869565216,,0.006211180124223602,,,0.09090909090909091,-0.010752688172043012,0.012707657613860382
346,2025-11-30,600941 CH Equity,CNE1000055G1,06566206W,,,,-0.014084507042253521,,,0.03333333333333333,0.09090909090909091,-0.010752688172043012,0.0188980261274988
347,2025-11-30,600958 CH Equity,CNE100001ZV6,31943401W,,,,,,,,,,0.0
348,2025-11-30,600970 CH Equity,CNE000001LS3,27276801W,,,,,0.006211180124223602,-0.012345679012345678,,,,0.0012157581190360813
349,2025-11-30,600985 CH Equity,CNE000001HH4,32942101W,-0.012048192771084338,-0.012345679012345678,,,,-0.012345679012345678,,,,-0.0030793516651658583
350,2025-11-30,600988 CH Equity,CNE000001H94,27038901W,0.011904761904761904,,,,0.006211180124223602,0.006172839506172839,,,,0.0019178041169314894
351,2025-11-30,600989 CH Equity,CNE100003LF5,33190101W,-0.012048192771084338,,,,0.006211180124223602,,,,-0.010752688172043012,0.00122101583890636
352,2025-11-30,600998 CH Equity,CNE100000W45,29569301W,0.011904761904761904,,,,,,,,,0.00025739906924272967
353,2025-11-30,600999 CH Equity,CNE100000HK9,29316901W,,,,-0.014084507042253521,,,,,,-0.001390964548497644
354,2025-11-30,601001 CH Equity,CNE000001MZ6,27788501W,,,0.04,,0.006211180124223602,0.006172839506172839,,,,0.003657883668100245
355,2025-11-30,601006 CH Equity,CNE000001NG4,27832101W,-0.012048192771084338,,,,0.006211180124223602,,,,,0.0012516891419564699
356,2025-11-30,601009 CH Equity,CNE100000627,28587601W,,,,0.013888888888888888,,,,,-0.010752688172043012,0.0013409722933850668
357,2025-11-30,601012 CH Equity,CNE100001FR6,31216901W,-0.012048192771084338,-0.012345679012345678,,,0.006211180124223602,,,,,-0.0012707309745928724
358,2025-11-30,601021 CH Equity,CNE100001V45,31888401W,,,,,,-0.012345679012345678,,,-0.010752688172043012,-0.00032710458881856204
359,2025-11-30,601058 CH Equity,CNE1000015F7,29815401W,,,,,,,,,,0.0
360,2025-11-30,601066 CH Equity,CNE1000031T5,32298603W,,,,0.013888888888888888,,,,,,0.0013716455964351768
361,2025-11-30,601077 CH Equity,CNE100003NZ9,29631103W,,,,-0.014084507042253521,,,0.03333333333333333,,,0.005531385504952208
362,2025-11-30,601088 CH Equity,CNE100000767,27315302W,,0.012048192771084338,-0.043478260869565216,,,,,-0.038461538461538464,,-0.005377627857706164
363,2025-11-30,601099 CH Equity,CNE1000008V9,28774601W,,,,0.013888888888888888,,,-0.03333333333333333,,0.010416666666666666,-0.005520989694684881
364,2025-11-30,601100 CH Equity,CNE1000019R4,30319201W,,0.012048192771084338,,,0.006211180124223602,0.006172839506172839,,,,0.004122043956610407
365,2025-11-30,601108 CH Equity,CNE100002V44,32572501W,,,,,,,,,-0.010752688172043012,-3.0673303050109864e-05
366,2025-11-30,601111 CH Equity,CNE000001NN0,27146702W,-0.012048192771084338,-0.012345679012345678,,0.013888888888888888,,,,,,-0.0014112747829622292
367,2025-11-30,601117 CH Equity,CNE100000KC0,29361201W,,,,,,,,,-0.010752688172043012,-3.0673303050109864e-05
368,2025-11-30,601127 CH Equity,CNE1000028B9,32180201W,,,-0.043478260869565216,,,,,,,-0.0021711724134907454
369,2025-11-30,601128 CH Equity,CNE100002RJ6,32256201W,,,,0.013888888888888888,,,,,-0.010752688172043012,0.0013409722933850668
370,2025-11-30,601136 CH Equity,CNE100005VG7,35505501W,,,,,,,,,,0.0
371,2025-11-30,601138 CH Equity,CNE1000031P3,32738601W,0.011904761904761904,0.012048192771084338,,,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.004409157788182931
372,2025-11-30,601162 CH Equity,CNE100003F43,32806701W,,,,,,,-0.03333333333333333,,,-0.006922350053449852
373,2025-11-30,601166 CH Equity,CNE000001QZ7,28248301W,,,,,,,0.03333333333333333,,,0.006922350053449852
374,2025-11-30,601168 CH Equity,CNE100000619,28541101W,0.011904761904761904,,,,,,,,,0.00025739906924272967
375,2025-11-30,601169 CH Equity,CNE100000734,28610901W,,,,0.013888888888888888,,,0.03333333333333333,,0.010416666666666666,0.008323710412214823
376,2025-11-30,601179 CH Equity,CNE100000KW8,29372801W,,,,,0.006211180124223602,-0.012345679012345678,,,,0.0012157581190360813
377,2025-11-30,601186 CH Equity,CNE1000009T1,28841402W,,,,-0.014084507042253521,-0.012345679012345678,-0.012345679012345678,,,-0.010752688172043012,-0.0047237789419276865
378,2025-11-30,601198 CH Equity,CNE100002177,31928401W,,,,,,,,,,0.0
379,2025-11-30,601211 CH Equity,CNE1000022F3,31995701W,,,,,,,,,,0.0
380,2025-11-30,601216 CH Equity,CNE1000010F8,29686701W,,,,,-0.012345679012345678,-0.012345679012345678,,,-0.010752688172043012,-0.0033328143934300424
381,2025-11-30,601225 CH Equity,CNE100001T64,31705701W,,,,,-0.012345679012345678,-0.012345679012345678,,,,-0.0033021410903799325
382,2025-11-30,601229 CH Equity,CNE100002FM5,32288601W,,,,-0.014084507042253521,,,0.03333333333333333,,,0.005531385504952208
383,2025-11-30,601233 CH Equity,CNE1000012X7,29730101W,,0.012048192771084338,,,-0.012345679012345678,,,,,-0.0005440708956898329
384,2025-11-30,601238 CH Equity,CNE100001NQ2,29526303W,-0.012048192771084338,-0.012345679012345678,0.04,,,,0.03333333333333333,,-0.010752688172043012,0.006106234991413822
385,2025-11-30,601288 CH Equity,CNE100000RJ0,26978301W,,,,-0.014084507042253521,,,-0.03333333333333333,,0.010416666666666666,-0.008283599839617703
386,2025-11-30,601318 CH Equity,CNE000001R84,16070902W,,,,,,,,,-0.010752688172043012,-3.0673303050109864e-05
387,2025-11-30,601319 CH Equity,CNE100003F27,31421406W,,,,,,,,,,0.0
388,2025-11-30,601328 CH Equity,CNE1000000S2,26746202W,,,,,,,0.03333333333333333,,,0.006922350053449852
389,2025-11-30,601333 CH Equity,CNE000001Q44,06284402W,-0.012048192771084338,,,,0.006211180124223602,,,,,0.0012516891419564699
390,2025-11-30,601336 CH Equity,CNE1000019Y0,31039501W,,,,,,,-0.03333333333333333,,,-0.006922350053449852
391,2025-11-30,601360 CH Equity,CNE100002RZ2,18671701W,,-0.012345679012345678,,-0.014084507042253521,0.006211180124223602,-0.012345679012345678,,,-0.010752688172043012,-0.0027282998490610146
392,2025-11-30,601377 CH Equity,CNE100000V95,29537901W,,,,,,,,,,0.0
393,2025-11-30,601390 CH Equity,CNE100000866,28731101W,-0.012048192771084338,,,,-0.012345679012345678,-0.012345679012345678,,,-0.010752688172043012,-0.0035933146562781063
394,2025-11-30,601398 CH Equity,CNE000001P37,27937802W,,,,-0.014084507042253521,,,,,-0.010752688172043012,-0.0014216378515477539
395,2025-11-30,601456 CH Equity,CNE1000041D8,32001602W,,,,-0.014084507042253521,,,,,,-0.001390964548497644
396,2025-11-30,601555 CH Equity,CNE1000019P8,31039601W,,,,,,,-0.03333333333333333,,,-0.006922350053449852
397,2025-11-30,601567 CH Equity,CNE100001567,29812601W,-0.012048192771084338,,,,-0.012345679012345678,-0.012345679012345678,,,,-0.0035626413532279964
398,2025-11-30,601577 CH Equity,CNE100003F50,32832601W,,,,,,,0.03333333333333333,,,0.006922350053449852
399,2025-11-30,601600 CH Equity,CNE1000000T0,14635202W,0.011904761904761904,0.012048192771084338,,,-0.012345679012345678,,,,,-0.0002866718264471032
400,2025-11-30,601601 CH Equity,CNE1000008M8,28768601W,,,,,,,,,,0.0
401,2025-11-30,601607 CH Equity,CNE000000C82,26012601W,,0.012048192771084338,,,,,,,,0.0024616389089216475
402,2025-11-30,601615 CH Equity,CNE100003HQ0,33080601W,-0.012048192771084338,-0.012345679012345678,,-0.014084507042253521,0.006211180124223602,,,,0.010416666666666666,-0.0026319807607607226
403,2025-11-30,601618 CH Equity,CNE100000FX6,29267601W,,,,,,,,,,0.0
404,2025-11-30,601628 CH Equity,CNE000001Q93,25950302W,,,,,,,,,,0.0
405,2025-11-30,601633 CH Equity,CNE1000018V8,25954402W,,,,,,,,,,0.0
406,2025-11-30,601658 CH Equity,CNE100003PZ4,32249402W,,,,-0.014084507042253521,,,,,,-0.001390964548497644
407,2025-11-30,601665 CH Equity,CNE100005154,34857501W,,,,0.013888888888888888,,,0.03333333333333333,,,0.00829399564988503
408,2025-11-30,601668 CH Equity,CNE100000F46,29243101W,,,,,,,,,-0.010752688172043012,-3.0673303050109864e-05
409,2025-11-30,601669 CH Equity,CNE1000017G1,30319701W,-0.012048192771084338,,,,,,,,,-0.0002605002628480638
410,2025-11-30,601688 CH Equity,CNE100000LQ8,29404801W,,,,,,,-0.03333333333333333,,0.010416666666666666,-0.006892635291120058
411,2025-11-30,601689 CH Equity,CNE1000023J3,31939401W,,-0.012345679012345678,-0.043478260869565216,,,,-0.03333333333333333,,0.010416666666666666,-0.011586227821160146
412,2025-11-30,601696 CH Equity,CNE100003R64,33709101W,,,,0.013888888888888888,,,-0.03333333333333333,,0.010416666666666666,-0.005520989694684881
413,2025-11-30,601698 CH Equity,CNE100003PX9,33276601W,,,,,,,,,,0.0
414,2025-11-30,601699 CH Equity,CNE000001NT7,27871801W,,0.012048192771084338,,,-0.012345679012345678,,,-0.038461538461538464,0.010416666666666666,-0.006182450486497105
415,2025-11-30,601717 CH Equity,CNE100000S58,29504101W,0.011904761904761904,,,,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.0019475188792612832
416,2025-11-30,601727 CH Equity,CNE100000D55,27283602W,,-0.012345679012345678,,,,,,,,-0.0025224201165493423
417,2025-11-30,601728 CH Equity,CNE100004QG0,25433805W,,,0.04,,,,0.03333333333333333,0.09090909090909091,,0.02231714259945804
418,2025-11-30,601766 CH Equity,CNE100000CP9,28945301W,0.011904761904761904,0.012048192771084338,,,,,,,,0.0027190379781643773
419,2025-11-30,601777 CH Equity,CNE100000X10,29587201W,,,0.04,,,,0.03333333333333333,,,0.008919828673861338
420,2025-11-30,601788 CH Equity,CNE100000FD8,29246801W,,,,,,,,,,0.0
421,2025-11-30,601799 CH Equity,CNE1000011H2,29652801W,,,,,,,,,,0.0
422,2025-11-30,601800 CH Equity,CNE100001FN5,28200502W,-0.012048192771084338,,,,-0.012345679012345678,-0.012345679012345678,,,-0.010752688172043012,-0.0035933146562781063
423,2025-11-30,601816 CH Equity,CNE100003RV9,33678201W,,,,0.013888888888888888,,,,,-0.010752688172043012,0.0013409722933850668
424,2025-11-30,601818 CH Equity,CNE100000SL4,26978401W,,,,,,,0.03333333333333333,,0.010416666666666666,0.006952064815779646
425,2025-11-30,601825 CH Equity,CNE100004QD7,31861901W,,,,,,,0.03333333333333333,,,0.006922350053449852
426,2025-11-30,601838 CH Equity,CNE100002SN6,32652701W,,,,,,,0.03333333333333333,,,0.006922350053449852
427,2025-11-30,601857 CH Equity,CNE1000007Q1,13387003W,,0.012048192771084338,,,0.006211180124223602,0.006172839506172839,,0.09090909090909091,,0.01751935788220711
428,2025-11-30,601865 CH Equity,,32076303W,,-0.012345679012345678,,0.013888888888888888,0.006211180124223602,-0.012345679012345678,,,,6.498359892191587e-05
429,2025-11-30,601866 CH Equity,CNE1000008F2,27033002W,,,,-0.014084507042253521,-0.012345679012345678,,,,-0.010752688172043012,-0.0044273476561592345
430,2025-11-30,601868 CH Equity,CNE100004QL0,32082704W,,,,,,,,,,0.0
431,2025-11-30,601872 CH Equity,CNE000001PQ8,28153901W,,,,,0.006211180124223602,0.006172839506172839,,-0.038461538461538464,0.010416666666666666,-0.003977974543118512
432,2025-11-30,601877 CH Equity,CNE100000KD8,29373001W,,,,0.013888888888888888,-0.012345679012345678,0.006172839506172839,,,,-0.0014858485652920776
433,2025-11-30,601878 CH Equity,CNE100002R65,32478801W,,,,,,,,,-0.010752688172043012,-3.0673303050109864e-05
434,2025-11-30,601880 CH Equity,CNE100000X77,27703102W,,,,0.013888888888888888,0.006211180124223602,,,,,0.00288383500123971
435,2025-11-30,601881 CH Equity,CNE100002FG7,31539405W,,,,-0.014084507042253521,,,,,-0.010752688172043012,-0.0014216378515477539
436,2025-11-30,601888 CH Equity,CNE100000G29,29278401W,,,,,,,,,,0.0
437,2025-11-30,601899 CH Equity,CNE100000B24,25954302W,0.011904761904761904,0.012048192771084338,,,,0.006172839506172839,,,0.010416666666666666,0.0028969683833783974
438,2025-11-30,601901 CH Equity,CNE1000015Y8,29838601W,,,,,,,,,-0.010752688172043012,-3.0673303050109864e-05
439,2025-11-30,601919 CH Equity,CNE100000601,27324002W,,0.012048192771084338,,,-0.012345679012345678,,,,-0.010752688172043012,-0.0005747441987399428
440,2025-11-30,601933 CH Equity,CNE100000XX9,29598701W,,,,-0.014084507042253521,,,,,,-0.001390964548497644
441,2025-11-30,601939 CH Equity,CNE100000742,27436402W,,,,-0.014084507042253521,,,0.03333333333333333,,-0.010752688172043012,0.005500712201902098
442,2025-11-30,601958 CH Equity,CNE1000009Y1,28865301W,,,,,,,,,,0.0
443,2025-11-30,601966 CH Equity,CNE100002GM3,32191501W,-0.012048192771084338,,0.04,,,,,,-0.010752688172043012,0.001706305054513312
444,2025-11-30,601985 CH Equity,CNE1000022N7,31983201W,,,,-0.014084507042253521,,-0.012345679012345678,,-0.038461538461538464,,-0.007355490187403162
445,2025-11-30,601988 CH Equity,CNE000001N05,26746102W,,,,-0.014084507042253521,,,0.03333333333333333,,-0.010752688172043012,0.005500712201902098
446,2025-11-30,601990 CH Equity,CNE1000031R9,32741601W,,,,-0.014084507042253521,,,,,-0.010752688172043012,-0.0014216378515477539
447,2025-11-30,601991 CH Equity,CNE000001Q02,21350202W,0.011904761904761904,0.012048192771084338,,,,0.006172839506172839,-0.03333333333333333,,,-0.004055096432401249
448,2025-11-30,601995 CH Equity,CNE1000048J0,32067606W,,,,0.013888888888888888,,,,,-0.010752688172043012,0.0013409722933850668
449,2025-11-30,601998 CH Equity,CNE1000000R4,28445801W,,,,,,,,,,0.0
450,2025-11-30,603019 CH Equity,CNE100001TW7,31862501W,,,,0.013888888888888888,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.00306176540645373
451,2025-11-30,603160 CH Equity,CNE100002G84,32266101W,,0.012048192771084338,,0.013888888888888888,0.006211180124223602,-0.012345679012345678,,,,0.0050490426243929055
452,2025-11-30,603179 CH Equity,CNE100002YB9,32373801W,,,-0.043478260869565216,,,,-0.03333333333333333,,0.010416666666666666,-0.009063807704610804
453,2025-11-30,603195 CH Equity,CNE100003RL0,33688901W,-0.012048192771084338,-0.012345679012345678,,0.013888888888888888,,-0.012345679012345678,,,-0.010752688172043012,-0.0017383793717807914
454,2025-11-30,603228 CH Equity,CNE100002FZ7,32325201W,0.011904761904761904,,,,0.006211180124223602,0.006172839506172839,,,,0.0019178041169314894
455,2025-11-30,603259 CH Equity,CNE1000031K4,32714001W,0.011904761904761904,0.012048192771084338,,,,0.006172839506172839,,,,0.0028672536210486033
456,2025-11-30,603260 CH Equity,CNE100002V10,32572201W,-0.012048192771084338,-0.012345679012345678,,,-0.012345679012345678,-0.012345679012345678,,,-0.010752688172043012,-0.006115734772827448
457,2025-11-30,603288 CH Equity,CNE100001SL2,31713601W,,,-0.043478260869565216,,,,,,,-0.0021711724134907454
458,2025-11-30,603290 CH Equity,CNE100003RN6,33688801W,,,,,0.006211180124223602,0.006172839506172839,,,,0.0016604050476887596
459,2025-11-30,603296 CH Equity,CNE100006M82,35777801W,0.011904761904761904,0.012048192771084338,,,-0.012345679012345678,0.006172839506172839,,,,-0.0001384561835628771
460,2025-11-30,603298 CH Equity,CNE100002FY0,32317601W,0.011904761904761904,,,,0.006211180124223602,0.006172839506172839,,,,0.0019178041169314894
461,2025-11-30,603338 CH Equity,CNE1000023M7,31944801W,,,,,,-0.012345679012345678,,,,-0.0002964312857684522
462,2025-11-30,603345 CH Equity,CNE100002YQ7,32356401W,-0.012048192771084338,,0.04,,,-0.012345679012345678,,,,0.0014405470717949696
463,2025-11-30,603369 CH Equity,CNE100001TH8,31795301W,-0.012048192771084338,,,-0.014084507042253521,-0.012345679012345678,,,,,-0.004657174615957188
464,2025-11-30,603392 CH Equity,CNE100004090,33814901W,-0.012048192771084338,-0.012345679012345678,,,0.006211180124223602,-0.012345679012345678,,,,-0.0015671622603613247
465,2025-11-30,603486 CH Equity,CNE1000031N8,32732601W,0.011904761904761904,0.012048192771084338,-0.043478260869565216,,,,-0.03333333333333333,,0.010416666666666666,-0.0063447697264464266
466,2025-11-30,603501 CH Equity,CNE100002XM8,32414701W,,,,,,0.006172839506172839,,,,0.0001482156428842261
467,2025-11-30,603568 CH Equity,CNE1000023N5,31977701W,-0.012048192771084338,,,-0.014084507042253521,0.006211180124223602,,,,,-0.00013927540654117416
468,2025-11-30,603596 CH Equity,CNE1000030Y7,32709701W,,,,,,,0.03333333333333333,,,0.006922350053449852
469,2025-11-30,603605 CH Equity,CNE100002TP9,32595101W,,,-0.043478260869565216,0.013888888888888888,,,,,,-0.0007995268170555687
470,2025-11-30,603606 CH Equity,CNE100001T23,31851701W,,-0.012345679012345678,,,-0.012345679012345678,0.006172839506172839,,,,-0.005379914278276597
471,2025-11-30,603659 CH Equity,CNE100002TX3,32579001W,0.011904761904761904,0.012048192771084338,,,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.004409157788182931
472,2025-11-30,603799 CH Equity,CNE100001VW3,31912901W,0.011904761904761904,0.012048192771084338,,,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.004409157788182931
473,2025-11-30,603806 CH Equity,CNE100001VX1,31833601W,-0.012048192771084338,-0.012345679012345678,,,0.006211180124223602,,,,,-0.0012707309745928724
474,2025-11-30,603816 CH Equity,CNE100002GF7,32265001W,,,,,,,,,,0.0
475,2025-11-30,603885 CH Equity,CNE100001ZY0,31970801W,,-0.012345679012345678,,0.013888888888888888,,,,,,-0.0011507745201141655
476,2025-11-30,603893 CH Equity,CNE100003RK2,33774001W,,0.012048192771084338,,0.013888888888888888,-0.012345679012345678,0.006172839506172839,,,,0.0009757903436295699
477,2025-11-30,603899 CH Equity,CNE100001V60,31910201W,-0.012048192771084338,-0.012345679012345678,,,0.006211180124223602,,,,,-0.0012707309745928724
478,2025-11-30,603939 CH Equity,CNE100001TS5,31925501W,,,0.04,,,0.006172839506172839,,,,0.0021456942632957117
479,2025-11-30,603979 CH Equity,CNE1000022P2,31999701W,,0.012048192771084338,,,,0.006172839506172839,,,,0.0026098545518058736
480,2025-11-30,603986 CH Equity,CNE1000030S9,32212201W,0.011904761904761904,0.012048192771084338,,0.013888888888888888,,0.006172839506172839,,,0.010416666666666666,0.004268613979813574
481,2025-11-30,603993 CH Equity,CNE100001NR0,28453202W,0.011904761904761904,0.012048192771084338,,,,0.006172839506172839,,,0.010416666666666666,0.0028969683833783974
482,2025-11-30,605117 CH Equity,CNE1000052S3,34754501W,-0.012048192771084338,-0.012345679012345678,,,-0.012345679012345678,0.006172839506172839,,,0.010416666666666666,-0.0056106997787948665
483,2025-11-30,605499 CH Equity,CNE100005576,34875601W,,,-0.043478260869565216,,0.006211180124223602,0.006172839506172839,,,,-0.0005107673658019858
484,2025-11-30,688008 CH Equity,CNE100003MN7,34655901W,,0.012048192771084338,,0.013888888888888888,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.005523404315375378
485,2025-11-30,688009 CH Equity,CNE100003MP2,32016904W,,,,-0.014084507042253521,0.006211180124223602,-0.012345679012345678,,,-0.010752688172043012,-0.00020587973251167242
486,2025-11-30,688012 CH Equity,CNE100003MM9,33303201W,,,,,,0.006172839506172839,,,0.010416666666666666,0.00017793040521402003
487,2025-11-30,688036 CH Equity,CNE100003P74,33374501W,-0.012048192771084338,-0.012345679012345678,,,0.006211180124223602,-0.012345679012345678,,,,-0.0015671622603613247
488,2025-11-30,688041 CH Equity,CNE100005PT2,35397101W,,,,0.013888888888888888,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,0.00306176540645373
489,2025-11-30,688047 CH Equity,CNE100005QH5,35346801W,,,,-0.014084507042253521,-0.012345679012345678,,,,,-0.004396674353109124
490,2025-11-30,688065 CH Equity,CNE100004447,18769301W,0.011904761904761904,0.012048192771084338,,,-0.012345679012345678,0.006172839506172839,,,-0.010752688172043012,-0.00016912948661298695
491,2025-11-30,688072 CH Equity,CNE100005998,35309601W,,,,0.013888888888888888,,0.006172839506172839,,,0.010416666666666666,0.0015495760016491968
492,2025-11-30,688082 CH Equity,CNE100004ZD8,35106701W,,0.012048192771084338,,,-0.012345679012345678,0.006172839506172839,,,0.010416666666666666,-0.00036614049047581284
493,2025-11-30,688099 CH Equity,CNE100003LZ3,33319901W,,,,,0.006211180124223602,0.006172839506172839,,,,0.0016604050476887596
494,2025-11-30,688111 CH Equity,CNE100003PM2,33547701W,,,,0.013888888888888888,0.006211180124223602,,,,,0.00288383500123971
495,2025-11-30,688120 CH Equity,CNE100005QL7,35344301W,,,,,,0.006172839506172839,,,,0.0001482156428842261
496,2025-11-30,688122 CH Equity,CNE100003MF3,33282901W,,,,,,0.006172839506172839,,,,0.0001482156428842261
497,2025-11-30,688126 CH Equity,CNE1000040F5,33825701W,,-0.012345679012345678,,-0.014084507042253521,,,,,,-0.003913384665046986
498,2025-11-30,688169 CH Equity,CNE100003R80,33730101W,,-0.012345679012345678,,,,,,,,-0.0025224201165493423
499,2025-11-30,688180 CH Equity,CNE1000041Z1,33015805W,0.011904761904761904,0.012048192771084338,,,,0.006172839506172839,,,,0.0028672536210486033
500,2025-11-30,688187 CH Equity,CNE100004QK2,28208205W,,,,,,0.006172839506172839,,,,0.0001482156428842261
501,2025-11-30,688188 CH Equity,CNE100003LY6,33321201W,0.011904761904761904,,,0.013888888888888888,0.006211180124223602,0.006172839506172839,,,-0.010752688172043012,0.003258776410316556
502,2025-11-30,688213 CH Equity,CNE100005QT0,35343101W,0.011904761904761904,0.012048192771084338,,,-0.012345679012345678,0.006172839506172839,,,-0.010752688172043012,-0.00016912948661298695
503,2025-11-30,688220 CH Equity,CNE100005RF7,35190301W,,,,,,0.006172839506172839,,,,0.0001482156428842261
504,2025-11-30,688223 CH Equity,CNE100005R96,35201601W,-0.012048192771084338,-0.012345679012345678,,,,-0.012345679012345678,,,-0.010752688172043012,-0.003110024968215968
505,2025-11-30,688234 CH Equity,CNE100005RH3,35188401W,-0.012048192771084338,-0.012345679012345678,,-0.014084507042253521,-0.012345679012345678,0.006172839506172839,,,,-0.007031379089622304
506,2025-11-30,688235 CH Equity,CNE100005XT6,02637605W,0.011904761904761904,0.012048192771084338,,,-0.012345679012345678,0.006172839506172839,,,,-0.0001384561835628771
507,2025-11-30,688249 CH Equity,CNE1000060L1,35660501W,,,,-0.014084507042253521,,,,,0.010416666666666666,-0.0013612497861678501
508,2025-11-30,688271 CH Equity,CNE100005PN5,35426501W,,,,,0.006211180124223602,0.006172839506172839,,,,0.0016604050476887596
509,2025-11-30,688303 CH Equity,CNE100004P24,34971101W,-0.012048192771084338,-0.012345679012345678,,-0.014084507042253521,0.006211180124223602,,,,,-0.0026616955230905166
510,2025-11-30,688331 CH Equity,CNE100005B03,34408204W,,,,,0.006211180124223602,-0.012345679012345678,,,,0.0012157581190360813
511,2025-11-30,688347 CH Equity,CNE100006M90,31849305W,0.011904761904761904,-0.012345679012345678,,-0.014084507042253521,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,-0.001965865785785703
512,2025-11-30,688385 CH Equity,CNE100004PL2,24796905W,,,,0.013888888888888888,0.006211180124223602,0.006172839506172839,,,,0.0030320506441239366
513,2025-11-30,688396 CH Equity,CNE100003S06,33738301W,,,,,,,,,,0.0
514,2025-11-30,688469 CH Equity,CNE1000060N7,35665701W,,0.012048192771084338,,-0.014084507042253521,0.006211180124223602,,,,,0.002582863765228537
515,2025-11-30,688472 CH Equity,CNE100006KH6,35692601W,,,,,,-0.012345679012345678,,,,-0.0002964312857684522
516,2025-11-30,688506 CH Equity,CNE100006FN4,35558801W,,-0.012345679012345678,,,0.006211180124223602,0.006172839506172839,,,,-0.0008620150688605826
517,2025-11-30,688521 CH Equity,CNE100004413,33929301W,,-0.012345679012345678,,-0.014084507042253521,0.006211180124223602,0.006172839506172839,,,0.010416666666666666,-0.0022232648550284326
518,2025-11-30,688538 CH Equity,CNE1000051N6,34878601W,,,,-0.014084507042253521,,,,,,-0.001390964548497644
519,2025-11-30,688578 CH Equity,CNE100005XJ7,34554801W,,,,,,0.006172839506172839,,,,0.0001482156428842261
520,2025-11-30,688608 CH Equity,CNE100005XM1,34600801W,,,,,-0.012345679012345678,0.006172839506172839,,,,-0.0028574941617272543
521,2025-11-30,688617 CH Equity,CNE100004C45,34621901W,,,,,,0.006172839506172839,,,,0.0001482156428842261
522,2025-11-30,688728 CH Equity,CNE100004PM0,34990401W,,,,,,,,,-0.010752688172043012,-3.0673303050109864e-05
523,2025-11-30,688777 CH Equity,CNE100005D92,34522101W,-0.012048192771084338,-0.012345679012345678,,,,,,,,-0.002782920379397406
524,2025-11-30,688981 CH Equity,CNE1000041W8,15874106W,,,,-0.014084507042253521,,0.006172839506172839,,,,-0.001242748905613418
